 ,2,32,128,256,512,1024,2048,4096,8192,16384,32768
1,0.737326,35.846803,43.064452,42.965918,44.663474,44.150630,44.039990,44.167152,44.180843,44.198033,42.738315,
2,0.088181,17.441963,68.753963,69.711585,82.740554,84.361182,84.417590,86.642984,88.290196,85.363878,85.322773,
4,0.012893,0.818574,13.799063,137.075925,114.560759,130.644629,149.910407,123.936575,147.614970,142.957367,147.788252,
8,0.024254,5.665973,45.573269,69.321582,77.667763,100.381806,136.292067,125.091439,147.977408,143.862576,148.873559,
16,0.013171,3.136746,28.341755,41.748312,55.553154,93.219931,122.937826,123.438465,153.491332,149.219656,144.853993,
32,0.005588,1.698717,19.943665,42.017260,51.383223,60.517681,121.906190,133.510512,137.802571,149.701595,152.223461,
64,0.003515,0.862023,11.133528,24.835898,45.193595,98.330399,124.609398,134.151902,151.856500,148.168840,151.849352,
128,0.001697,0.432179,5.775593,22.143870,40.238004,77.052044,122.690050,104.272321,152.392024,152.542688,152.917209,
256,0.000722,0.211718,3.365436,11.301407,27.299953,56.640751,74.797895,120.892264,147.510869,142.511621,151.163173,
512,0.000390,0.103944,1.659679,6.216067,4.320292,44.737880,102.138691,117.818972,139.663590,154.401867,147.703776,
1024,0.000179,0.044681,0.715797,2.654950,10.394821,33.687883,74.480485,111.278388,127.398314,149.339593,149.159345,
2048,0.000040,0.024746,0.392160,1.560150,6.119714,21.125016,52.415710,93.550724,124.149163,145.618805,150.466822,
