 ,2,32,128,256,512,1024,2048,4096,8192,16384,32768
1,0.002169,0.596772,7.827711,27.105602,35.797221,43.518301,45.920731,46.582043,56.539154,87.048613,117.806772,
2,0.002006,0.520035,7.757900,23.875437,53.499009,79.067426,89.426633,92.329137,93.158382,129.163250,224.001833,
4,0.001739,0.447952,6.956821,25.041260,72.656554,132.129019,170.501614,181.705548,183.544103,235.979983,352.036901,
8,0.001380,0.390097,1.152180,8.554647,24.840423,57.677029,171.812115,287.847930,329.371911,347.172836,448.326265,
16,0.000044,0.187922,0.926014,2.645677,25.503018,70.539167,195.895350,412.004638,623.345942,421.316430,786.703052,
32,0.000049,0.019784,0.190308,0.990776,5.987191,27.759837,61.882870,268.071406,682.659813,408.850218,753.997324,
64,0.000537,0.096768,1.536970,6.337389,23.457749,81.114838,224.090008,396.830399,637.008570,724.139401,999.522306,
128,0.000299,0.051228,0.792649,3.231729,12.708766,44.076552,158.078014,363.300399,587.134003,739.742491,912.567793,
256,0.000106,0.024578,0.388257,1.549717,6.145544,23.849155,88.894770,256.599222,523.940488,677.121836,897.669286,
512,0.000078,0.017592,0.287509,1.133606,4.426233,17.786342,66.978303,214.657308,477.520569,697.106754,954.808895,
1024,0.000046,0.009904,0.156723,0.637783,2.482001,9.941649,38.528238,142.687744,381.196314,628.860509,895.891251,
2048,0.000017,0.003760,0.059915,0.241364,0.965717,3.848055,15.254390,52.867252,207.149674,496.374691,911.438995,
